gene	present_in_deposited_matrix	retained_filterByExpr	removal_reason
GMPR2	TRUE	TRUE	retained
GMPS	TRUE	TRUE	retained
GMPSP1	TRUE	TRUE	retained
GNA11	TRUE	TRUE	retained
GNA12	TRUE	TRUE	retained
GNA13	TRUE	TRUE	retained
GNA14	TRUE	TRUE	retained
GNA15	TRUE	TRUE	retained
GNAI1	TRUE	TRUE	retained
GNAI2	TRUE	TRUE	retained
GNAI2P1	TRUE	TRUE	retained
GNAI3	TRUE	TRUE	retained
GNAL	TRUE	TRUE	retained
GNAO1	TRUE	TRUE	retained
GNAQ	TRUE	TRUE	retained
GNAQP1	TRUE	TRUE	retained
GNAS	TRUE	TRUE	retained
GNAT2	TRUE	TRUE	retained
GNB1	TRUE	TRUE	retained
GNB1L	TRUE	TRUE	retained
GNB2	TRUE	TRUE	retained
GNB3	TRUE	TRUE	retained
GNB4	TRUE	TRUE	retained
GNB5	TRUE	TRUE	retained
GNE	TRUE	TRUE	retained
GNG10	TRUE	TRUE	retained
GNG11	TRUE	TRUE	retained
GNG12	TRUE	TRUE	retained
GNG2	TRUE	TRUE	retained
GNG4	TRUE	TRUE	retained
GNG5	TRUE	TRUE	retained
GNG5P2	TRUE	TRUE	retained
GNG7	TRUE	TRUE	retained
GNL1	TRUE	TRUE	retained
GNL2	TRUE	TRUE	retained
GNL3	TRUE	TRUE	retained
GNL3L	TRUE	TRUE	retained
GNLY	TRUE	TRUE	retained
GNMT	TRUE	TRUE	retained
GNPAT	TRUE	TRUE	retained
GNPDA1	TRUE	TRUE	retained
GNPDA2	TRUE	TRUE	retained
GNPNAT1	TRUE	TRUE	retained
GNPTAB	TRUE	TRUE	retained
GNPTG	TRUE	TRUE	retained
GNRH1	TRUE	TRUE	retained
GNRHR2P1	TRUE	TRUE	retained
GNS	TRUE	TRUE	retained
GOLGA1	TRUE	TRUE	retained
GOLGA2	TRUE	TRUE	retained
GOLGA2P1	TRUE	TRUE	retained
GOLGA2P5	TRUE	TRUE	retained
GOLGA2P7	TRUE	TRUE	retained
GOLGA3	TRUE	TRUE	retained
GOLGA4	TRUE	TRUE	retained
GOLGA4-AS1	TRUE	TRUE	retained
GOLGA5	TRUE	TRUE	retained
GOLGA5P1	TRUE	TRUE	retained
GOLGA6L10	TRUE	TRUE	retained
GOLGA6L17P	TRUE	TRUE	retained
GOLGA6L3	TRUE	TRUE	retained
GOLGA6L4	TRUE	TRUE	retained
GOLGA6L5P	TRUE	TRUE	retained
GOLGA6L9	TRUE	TRUE	retained
GOLGA7	TRUE	TRUE	retained
GOLGA8A	TRUE	TRUE	retained
GOLGA8B	TRUE	TRUE	retained
GOLGA8H	TRUE	TRUE	retained
GOLGA8IP	TRUE	TRUE	retained
GOLGA8J	TRUE	TRUE	retained
GOLGA8K	TRUE	TRUE	retained
GOLGA8M	TRUE	TRUE	retained
GOLGA8N	TRUE	TRUE	retained
GOLGA8O	TRUE	TRUE	retained
GOLGA8Q	TRUE	TRUE	retained
GOLGA8R	TRUE	TRUE	retained
GOLGA8S	TRUE	TRUE	retained
GOLGA8T	TRUE	TRUE	retained
GOLGA8UP	TRUE	TRUE	retained
GOLGB1	TRUE	TRUE	retained
GOLIM4	TRUE	TRUE	retained
GOLM1	TRUE	TRUE	retained
GOLM2	TRUE	TRUE	retained
GOLPH3	TRUE	TRUE	retained
GOLPH3L	TRUE	TRUE	retained
GOLT1A	TRUE	TRUE	retained
GOLT1B	TRUE	TRUE	retained
GON4L	TRUE	TRUE	retained
GON7	TRUE	TRUE	retained
GOPC	TRUE	TRUE	retained
GORAB	TRUE	TRUE	retained
GORASP1	TRUE	TRUE	retained
GORASP2	TRUE	TRUE	retained
GOSR1	TRUE	TRUE	retained
GOSR2	TRUE	TRUE	retained
GOT1	TRUE	TRUE	retained
GOT2	TRUE	TRUE	retained
GOT2P2	TRUE	TRUE	retained
GOT2P3	TRUE	TRUE	retained
GP1BA	TRUE	TRUE	retained
GP6	TRUE	TRUE	retained
GPAA1	TRUE	TRUE	retained
GPALPP1	TRUE	TRUE	retained
GPAM	TRUE	TRUE	retained
GPANK1	TRUE	TRUE	retained
GPAT2	TRUE	TRUE	retained
GPAT2P1	TRUE	TRUE	retained
GPAT4	TRUE	TRUE	retained
GPATCH1	TRUE	TRUE	retained
GPATCH11	TRUE	TRUE	retained
GPATCH2	TRUE	TRUE	retained
GPATCH2L	TRUE	TRUE	retained
GPATCH3	TRUE	TRUE	retained
GPATCH8	TRUE	TRUE	retained
GPBAR1	TRUE	TRUE	retained
GPBP1	TRUE	TRUE	retained
GPBP1L1	TRUE	TRUE	retained
GPC1	TRUE	TRUE	retained
GPC2	TRUE	TRUE	retained
GPC3	TRUE	TRUE	retained
GPC4	TRUE	TRUE	retained
GPC6	TRUE	TRUE	retained
GPCPD1	TRUE	TRUE	retained
GPD1L	TRUE	TRUE	retained
GPD2	TRUE	TRUE	retained
GPER1	TRUE	TRUE	retained
GPHN	TRUE	TRUE	retained
GPI	TRUE	TRUE	retained
GPKOW	TRUE	TRUE	retained
GPLD1	TRUE	TRUE	retained
GPM6A	TRUE	TRUE	retained
GPM6B	TRUE	TRUE	retained
GPN1	TRUE	TRUE	retained
GPN2	TRUE	TRUE	retained
GPN3	TRUE	TRUE	retained
GPNMB	TRUE	TRUE	retained
GPR107	TRUE	TRUE	retained
GPR108	TRUE	TRUE	retained
GPR132	TRUE	TRUE	retained
GPR135	TRUE	TRUE	retained
GPR137	TRUE	TRUE	retained
GPR137B	TRUE	TRUE	retained
GPR143	TRUE	TRUE	retained
GPR146	TRUE	TRUE	retained
GPR153	TRUE	TRUE	retained
GPR155	TRUE	TRUE	retained
GPR156	TRUE	TRUE	retained
GPR157	TRUE	TRUE	retained
GPR158	TRUE	TRUE	retained
GPR161	TRUE	TRUE	retained
GPR162	TRUE	TRUE	retained
GPR17	TRUE	TRUE	retained
GPR171	TRUE	TRUE	retained
GPR173	TRUE	TRUE	retained
GPR176	TRUE	TRUE	retained
GPR18	TRUE	TRUE	retained
GPR180	TRUE	TRUE	retained
GPR182	TRUE	TRUE	retained
GPR183	TRUE	TRUE	retained
GPR20	TRUE	TRUE	retained
GPR21	TRUE	TRUE	retained
GPR22	TRUE	TRUE	retained
GPR32	TRUE	TRUE	retained
GPR34	TRUE	TRUE	retained
GPR37	TRUE	TRUE	retained
GPR52	TRUE	TRUE	retained
GPR68	TRUE	TRUE	retained
GPR75	TRUE	TRUE	retained
GPR78	TRUE	TRUE	retained
GPR87	TRUE	TRUE	retained
GPR89A	TRUE	TRUE	retained
GPR89B	TRUE	TRUE	retained
GPR89P	TRUE	TRUE	retained
GPRASP1	TRUE	TRUE	retained
GPRASP2	TRUE	TRUE	retained
GPRC5A	TRUE	TRUE	retained
GPRC5B	TRUE	TRUE	retained
GPRC5C	TRUE	TRUE	retained
GPRC5D	TRUE	TRUE	retained
GPRIN1	TRUE	TRUE	retained
GPRIN3	TRUE	TRUE	retained
GPS1	TRUE	TRUE	retained
GPS2	TRUE	TRUE	retained
GPS2P1	TRUE	TRUE	retained
GPSM1	TRUE	TRUE	retained
GPSM2	TRUE	TRUE	retained
GPSM3	TRUE	TRUE	retained
GPT	TRUE	TRUE	retained
GPT2	TRUE	TRUE	retained
GPX1	TRUE	TRUE	retained
GPX1P1	TRUE	TRUE	retained
GPX1P2	TRUE	TRUE	retained
GPX2	TRUE	TRUE	retained
GPX3	TRUE	TRUE	retained
GPX4	TRUE	TRUE	retained
GPX7	TRUE	TRUE	retained
GPX8	TRUE	TRUE	retained
GRAMD1A	TRUE	TRUE	retained
GRAMD1B	TRUE	TRUE	retained
GRAMD1C	TRUE	TRUE	retained
GRAMD2A	TRUE	TRUE	retained
GRAMD2B	TRUE	TRUE	retained
GRAMD4	TRUE	TRUE	retained
GRAP	TRUE	TRUE	retained
GRAP2	TRUE	TRUE	retained
GRAPL	TRUE	TRUE	retained
GRB10	TRUE	TRUE	retained
GRB14	TRUE	TRUE	retained
GRB2	TRUE	TRUE	retained
GRB7	TRUE	TRUE	retained
GREB1	TRUE	TRUE	retained
GREB1L	TRUE	TRUE	retained
GREM2	TRUE	TRUE	retained
GRHL1	TRUE	TRUE	retained
GRHL2	TRUE	TRUE	retained
GRHL3	TRUE	TRUE	retained
GRHPR	TRUE	TRUE	retained
GRIA1	TRUE	TRUE	retained
GRIA2	TRUE	TRUE	retained
GRIA3	TRUE	TRUE	retained
GRIA4	TRUE	TRUE	retained
GRID1	TRUE	TRUE	retained
GRID2IP	TRUE	TRUE	retained
GRIK1	TRUE	TRUE	retained
GRIK2	TRUE	TRUE	retained
GRIK3	TRUE	TRUE	retained
GRIK4	TRUE	TRUE	retained
GRIK5	TRUE	TRUE	retained
GRIN1	TRUE	TRUE	retained
GRIN2B	TRUE	TRUE	retained
GRIN2C	TRUE	TRUE	retained
GRIN2D	TRUE	TRUE	retained
GRIN3B	TRUE	TRUE	retained
GRINA	TRUE	TRUE	retained
GRIP1	TRUE	TRUE	retained
GRIP2	TRUE	TRUE	retained
GRIPAP1	TRUE	TRUE	retained
GRK2	TRUE	TRUE	retained
GRK3	TRUE	TRUE	retained
GRK4	TRUE	TRUE	retained
GRK5	TRUE	TRUE	retained
GRK6	TRUE	TRUE	retained
GRK6P1	TRUE	TRUE	retained
GRM6	TRUE	TRUE	retained
GRN	TRUE	TRUE	retained
GRPEL1	TRUE	TRUE	retained
GRPEL2	TRUE	TRUE	retained
GRPEL2P2	TRUE	TRUE	retained
GRSF1	TRUE	TRUE	retained
GRTP1	TRUE	TRUE	retained
GRWD1	TRUE	TRUE	retained
GSAP	TRUE	TRUE	retained
GSDMB	TRUE	TRUE	retained
GSDMD	TRUE	TRUE	retained
GSDME	TRUE	TRUE	retained
GSE1	TRUE	TRUE	retained
GSK3A	TRUE	TRUE	retained
GSK3B	TRUE	TRUE	retained
GSKIP	TRUE	TRUE	retained
GSN	TRUE	TRUE	retained
GSN-AS1	TRUE	TRUE	retained
GSPT1	TRUE	TRUE	retained
GSPT2	TRUE	TRUE	retained
GSR	TRUE	TRUE	retained
GSS	TRUE	TRUE	retained
GSTA3	TRUE	TRUE	retained
GSTA4	TRUE	TRUE	retained
GSTCD	TRUE	TRUE	retained
GSTK1	TRUE	TRUE	retained
GSTM2	TRUE	TRUE	retained
GSTM2P1	TRUE	TRUE	retained
GSTM3	TRUE	TRUE	retained
GSTM4	TRUE	TRUE	retained
GSTM5P1	TRUE	TRUE	retained
GSTO1	TRUE	TRUE	retained
GSTO2	TRUE	TRUE	retained
GSTO3P	TRUE	TRUE	retained
GSTP1	TRUE	TRUE	retained
GSTP1P1	TRUE	TRUE	retained
GSTT2	TRUE	TRUE	retained
GSTT2B	TRUE	TRUE	retained
GSTZ1	TRUE	TRUE	retained
GTDC1	TRUE	TRUE	retained
GTF2A1	TRUE	TRUE	retained
GTF2A2	TRUE	TRUE	retained
GTF2B	TRUE	TRUE	retained
GTF2E1	TRUE	TRUE	retained
GTF2E2	TRUE	TRUE	retained
GTF2F1	TRUE	TRUE	retained
GTF2F2	TRUE	TRUE	retained
GTF2F2P1	TRUE	TRUE	retained
GTF2H1	TRUE	TRUE	retained
GTF2H2	TRUE	TRUE	retained
GTF2H2B	TRUE	TRUE	retained
GTF2H2C	TRUE	TRUE	retained
GTF2H3	TRUE	TRUE	retained
GTF2H5	TRUE	TRUE	retained
GTF2I	TRUE	TRUE	retained
GTF2IP1	TRUE	TRUE	retained
GTF2IP12	TRUE	TRUE	retained
GTF2IP13	TRUE	TRUE	retained
GTF2IP20	TRUE	TRUE	retained
GTF2IP4	TRUE	TRUE	retained
GTF2IRD1	TRUE	TRUE	retained
GTF2IRD2	TRUE	TRUE	retained
GTF2IRD2B	TRUE	TRUE	retained
GTF2IRD2P1	TRUE	TRUE	retained
GTF3A	TRUE	TRUE	retained
GTF3C1	TRUE	TRUE	retained
GTF3C2	TRUE	TRUE	retained
GTF3C3	TRUE	TRUE	retained
GTF3C4	TRUE	TRUE	retained
GTF3C5	TRUE	TRUE	retained
GTF3C6	TRUE	TRUE	retained
GTF3C6P2	TRUE	TRUE	retained
GTPBP1	TRUE	TRUE	retained
GTPBP10	TRUE	TRUE	retained
GTPBP2	TRUE	TRUE	retained
GTPBP3	TRUE	TRUE	retained
GTPBP4	TRUE	TRUE	retained
GTPBP6	TRUE	TRUE	retained
GTPBP8	TRUE	TRUE	retained
GTSE1	TRUE	TRUE	retained
GTSF1	TRUE	TRUE	retained
GUCA1B	TRUE	TRUE	retained
GUCD1	TRUE	TRUE	retained
GUCY1A1	TRUE	TRUE	retained
GUCY1A2	TRUE	TRUE	retained
GUCY1B1	TRUE	TRUE	retained
GUCY1B2	TRUE	TRUE	retained
GUCY2C	TRUE	TRUE	retained
GUF1	TRUE	TRUE	retained
GUK1	TRUE	TRUE	retained
GULP1	TRUE	TRUE	retained
GUSB	TRUE	TRUE	retained
GUSBP1	TRUE	TRUE	retained
GUSBP11	TRUE	TRUE	retained
GUSBP13	TRUE	TRUE	retained
GUSBP14	TRUE	TRUE	retained
GUSBP15	TRUE	TRUE	retained
GUSBP16	TRUE	TRUE	retained
GUSBP17	TRUE	TRUE	retained
GUSBP2	TRUE	TRUE	retained
GUSBP3	TRUE	TRUE	retained
GUSBP7	TRUE	TRUE	retained
GUSBP8	TRUE	TRUE	retained
GUSBP9	TRUE	TRUE	retained
GVINP1	TRUE	TRUE	retained
GVQW3	TRUE	TRUE	retained
GXYLT1	TRUE	TRUE	retained
GXYLT2	TRUE	TRUE	retained
GYG1	TRUE	TRUE	retained
GYG1P1	TRUE	TRUE	retained
GYG1P3	TRUE	TRUE	retained
GYG2	TRUE	TRUE	retained
GYPC	TRUE	TRUE	retained
GYS1	TRUE	TRUE	retained
GZF1	TRUE	TRUE	retained
H1-0	TRUE	TRUE	retained
H1-1	TRUE	TRUE	retained
H1-10	TRUE	TRUE	retained
H1-2	TRUE	TRUE	retained
H1-3	TRUE	TRUE	retained
H1-4	TRUE	TRUE	retained
H1-5	TRUE	TRUE	retained
H1-6	TRUE	TRUE	retained
H19	TRUE	TRUE	retained
H2AC11	TRUE	TRUE	retained
H2AC12	TRUE	TRUE	retained
H2AC13	TRUE	TRUE	retained
H2AC14	TRUE	TRUE	retained
H2AC16	TRUE	TRUE	retained
H2AC18	TRUE	TRUE	retained
H2AC19	TRUE	TRUE	retained
H2AC20	TRUE	TRUE	retained
H2AC21	TRUE	TRUE	retained
H2AC4	TRUE	TRUE	retained
H2AC6	TRUE	TRUE	retained
H2AC8	TRUE	TRUE	retained
H2AJ	TRUE	TRUE	retained
H2AW	TRUE	TRUE	retained
H2AX	TRUE	TRUE	retained
H2AZ1	TRUE	TRUE	retained
H2AZ2	TRUE	TRUE	retained
H2AZ2P1	TRUE	TRUE	retained
H2AZP1	TRUE	TRUE	retained
H2AZP2	TRUE	TRUE	retained
H2AZP3	TRUE	TRUE	retained
H2BC10	TRUE	TRUE	retained
H2BC11	TRUE	TRUE	retained
H2BC12	TRUE	TRUE	retained
H2BC13	TRUE	TRUE	retained
H2BC14	TRUE	TRUE	retained
H2BC15	TRUE	TRUE	retained
H2BC17	TRUE	TRUE	retained
H2BC18	TRUE	TRUE	retained
H2BC19P	TRUE	TRUE	retained
H2BC20P	TRUE	TRUE	retained
H2BC21	TRUE	TRUE	retained
H2BC3	TRUE	TRUE	retained
H2BC4	TRUE	TRUE	retained
H2BC5	TRUE	TRUE	retained
H2BC6	TRUE	TRUE	retained
H2BC7	TRUE	TRUE	retained
H2BC8	TRUE	TRUE	retained
H2BC9	TRUE	TRUE	retained
H2BP1	TRUE	TRUE	retained
H2BS1	TRUE	TRUE	retained
H2BU1	TRUE	TRUE	retained
H3-2	TRUE	TRUE	retained
H3-3A	TRUE	TRUE	retained
H3-3B	TRUE	TRUE	retained
H3-5	TRUE	TRUE	retained
H3C1	TRUE	TRUE	retained
H3C10	TRUE	TRUE	retained
H3C11	TRUE	TRUE	retained
H3C12	TRUE	TRUE	retained
H3C13	TRUE	TRUE	retained
H3C14	TRUE	TRUE	retained
H3C15	TRUE	TRUE	retained
H3C2	TRUE	TRUE	retained
H3C3	TRUE	TRUE	retained
H3C6	TRUE	TRUE	retained
H3C7	TRUE	TRUE	retained
H3C8	TRUE	TRUE	retained
H3P14	TRUE	TRUE	retained
H3P16	TRUE	TRUE	retained
H3P36	TRUE	TRUE	retained
H3P4	TRUE	TRUE	retained
H3P47	TRUE	TRUE	retained
H3P6	TRUE	TRUE	retained
H4-16	TRUE	TRUE	retained
H4C1	TRUE	TRUE	retained
H4C11	TRUE	TRUE	retained
H4C12	TRUE	TRUE	retained
H4C13	TRUE	TRUE	retained
H4C14	TRUE	TRUE	retained
H4C15	TRUE	TRUE	retained
H4C2	TRUE	TRUE	retained
H4C3	TRUE	TRUE	retained
H4C4	TRUE	TRUE	retained
H4C5	TRUE	TRUE	retained
H4C6	TRUE	TRUE	retained
H4C8	TRUE	TRUE	retained
H4C9	TRUE	TRUE	retained
H6PD	TRUE	TRUE	retained
HAAO	TRUE	TRUE	retained
HABP4	TRUE	TRUE	retained
HACD2	TRUE	TRUE	retained
HACD3	TRUE	TRUE	retained
HACD4	TRUE	TRUE	retained
HACE1	TRUE	TRUE	retained
HACL1	TRUE	TRUE	retained
HADH	TRUE	TRUE	retained
HADHA	TRUE	TRUE	retained
HADHAP1	TRUE	TRUE	retained
HADHAP2	TRUE	TRUE	retained
HADHB	TRUE	TRUE	retained
HADHBP1	TRUE	TRUE	retained
HAGH	TRUE	TRUE	retained
HAGHL	TRUE	TRUE	retained
HAL	TRUE	TRUE	retained
HAMP	TRUE	TRUE	retained
HAND2	TRUE	TRUE	retained
HAND2-AS1	TRUE	TRUE	retained
HAP1	TRUE	TRUE	retained
HAPLN1	TRUE	TRUE	retained
HAPLN3	TRUE	TRUE	retained
HARBI1	TRUE	TRUE	retained
HARS1	TRUE	TRUE	retained
HARS2	TRUE	TRUE	retained
HAS2	TRUE	TRUE	retained
HAS3	TRUE	TRUE	retained
HASPIN	TRUE	TRUE	retained
HAT1	TRUE	TRUE	retained
HAUS1	TRUE	TRUE	retained
HAUS1P1	TRUE	TRUE	retained
HAUS1P2	TRUE	TRUE	retained
HAUS2	TRUE	TRUE	retained
HAUS3	TRUE	TRUE	retained
HAUS4	TRUE	TRUE	retained
HAUS4P1	TRUE	TRUE	retained
HAUS5	TRUE	TRUE	retained
HAUS6	TRUE	TRUE	retained
HAUS6P1	TRUE	TRUE	retained
HAUS6P3	TRUE	TRUE	retained
HAUS7	TRUE	TRUE	retained
HAUS8	TRUE	TRUE	retained
HAVCR2	TRUE	TRUE	retained
HAX1	TRUE	TRUE	retained
HAX1P1	TRUE	TRUE	retained
HBA1	TRUE	TRUE	retained
HBA2	TRUE	TRUE	retained
HBB	TRUE	TRUE	retained
HBEGF	TRUE	TRUE	retained
HBG1	TRUE	TRUE	retained
HBG2	TRUE	TRUE	retained
HBM	TRUE	TRUE	retained
HBP1	TRUE	TRUE	retained
HBS1L	TRUE	TRUE	retained
HBZ	TRUE	TRUE	retained
HCAR1	TRUE	TRUE	retained
HCAR2	TRUE	TRUE	retained
HCAR3	TRUE	TRUE	retained
HCCS	TRUE	TRUE	retained
HCFC1	TRUE	TRUE	retained
HCFC1R1	TRUE	TRUE	retained
HCFC2	TRUE	TRUE	retained
HCK	TRUE	TRUE	retained
HCLS1	TRUE	TRUE	retained
HCN3	TRUE	TRUE	retained
HCRTR1	TRUE	TRUE	retained
HCST	TRUE	TRUE	retained
HDAC1	TRUE	TRUE	retained
HDAC10	TRUE	TRUE	retained
HDAC11	TRUE	TRUE	retained
HDAC1P1	TRUE	TRUE	retained
HDAC1P2	TRUE	TRUE	retained
HDAC2	TRUE	TRUE	retained
HDAC3	TRUE	TRUE	retained
HDAC4	TRUE	TRUE	retained
HDAC5	TRUE	TRUE	retained
HDAC6	TRUE	TRUE	retained
HDAC7	TRUE	TRUE	retained
HDAC8	TRUE	TRUE	retained
HDAC9	TRUE	TRUE	retained
HDDC2	TRUE	TRUE	retained
HDDC3	TRUE	TRUE	retained
HDGF	TRUE	TRUE	retained
HDGFL2	TRUE	TRUE	retained
HDGFL3	TRUE	TRUE	retained
HDHD2	TRUE	TRUE	retained
HDHD3	TRUE	TRUE	retained
HDHD5	TRUE	TRUE	retained
HDLBP	TRUE	TRUE	retained
HEATR1	TRUE	TRUE	retained
HEATR3	TRUE	TRUE	retained
HEATR4	TRUE	TRUE	retained
HEATR5A	TRUE	TRUE	retained
HEATR5B	TRUE	TRUE	retained
HEATR6	TRUE	TRUE	retained
HEBP1	TRUE	TRUE	retained
HEBP2	TRUE	TRUE	retained
HECA	TRUE	TRUE	retained
HECTD1	TRUE	TRUE	retained
HECTD2	TRUE	TRUE	retained
HECTD3	TRUE	TRUE	retained
HECTD4	TRUE	TRUE	retained
HECW1	TRUE	TRUE	retained
HECW2	TRUE	TRUE	retained
HEG1	TRUE	TRUE	retained
HELB	TRUE	TRUE	retained
HELLS	TRUE	TRUE	retained
HELQ	TRUE	TRUE	retained
HELZ	TRUE	TRUE	retained
HELZ2	TRUE	TRUE	retained
HEMGN	TRUE	TRUE	retained
HEMK1	TRUE	TRUE	retained
HENMT1	TRUE	TRUE	retained
HEPH	TRUE	TRUE	retained
HEPHL1	TRUE	TRUE	retained
HERC1	TRUE	TRUE	retained
HERC2	TRUE	TRUE	retained
HERC2P10	TRUE	TRUE	retained
HERC2P2	TRUE	TRUE	retained
HERC2P3	TRUE	TRUE	retained
HERC2P4	TRUE	TRUE	retained
HERC2P5	TRUE	TRUE	retained
HERC2P8	TRUE	TRUE	retained
HERC2P9	TRUE	TRUE	retained
HERC3	TRUE	TRUE	retained
HERC4	TRUE	TRUE	retained
HERC5	TRUE	TRUE	retained
HERC6	TRUE	TRUE	retained
HERPUD1	TRUE	TRUE	retained
HERPUD2	TRUE	TRUE	retained
HES1	TRUE	TRUE	retained
HES2	TRUE	TRUE	retained
HES4	TRUE	TRUE	retained
HES6	TRUE	TRUE	retained
HEXA	TRUE	TRUE	retained
HEXB	TRUE	TRUE	retained
HEXD	TRUE	TRUE	retained
HEXIM1	TRUE	TRUE	retained
HEXIM2	TRUE	TRUE	retained
HEY1	TRUE	TRUE	retained
HEY2	TRUE	TRUE	retained
HEYL	TRUE	TRUE	retained
HFE	TRUE	TRUE	retained
HFM1	TRUE	TRUE	retained
HGF	TRUE	TRUE	retained
HGH1	TRUE	TRUE	retained
HGS	TRUE	TRUE	retained
HGSNAT	TRUE	TRUE	retained
HHAT	TRUE	TRUE	retained
HHEX	TRUE	TRUE	retained
HHIPL1	TRUE	TRUE	retained
HHLA3	TRUE	TRUE	retained
HIBADH	TRUE	TRUE	retained
HIBCH	TRUE	TRUE	retained
HIC1	TRUE	TRUE	retained
HIC2	TRUE	TRUE	retained
HID1	TRUE	TRUE	retained
HIF1A	TRUE	TRUE	retained
HIF1AN	TRUE	TRUE	retained
HIF3A	TRUE	TRUE	retained
HIGD1AP1	TRUE	TRUE	retained
HIGD1AP14	TRUE	TRUE	retained
HIGD1B	TRUE	TRUE	retained
HIGD2A	TRUE	TRUE	retained
HIGD2AP2	TRUE	TRUE	retained
HIKESHI	TRUE	TRUE	retained
HIKESHIP2	TRUE	TRUE	retained
HILPDA	TRUE	TRUE	retained
HINFP	TRUE	TRUE	retained
HINT1	TRUE	TRUE	retained
HINT1P1	TRUE	TRUE	retained
HINT3	TRUE	TRUE	retained
HIP1	TRUE	TRUE	retained
HIP1R	TRUE	TRUE	retained
HIPK1	TRUE	TRUE	retained
HIPK2	TRUE	TRUE	retained
HIPK3	TRUE	TRUE	retained
HIRA	TRUE	TRUE	retained
HIRIP3	TRUE	TRUE	retained
HIVEP1	TRUE	TRUE	retained
HIVEP2	TRUE	TRUE	retained
HIVEP3	TRUE	TRUE	retained
HJURP	TRUE	TRUE	retained
HK1	TRUE	TRUE	retained
HK2	TRUE	TRUE	retained
HK2P1	TRUE	TRUE	retained
HK3	TRUE	TRUE	retained
HLA-A	TRUE	TRUE	retained
HLA-B	TRUE	TRUE	retained
HLA-C	TRUE	TRUE	retained
HLA-DMA	TRUE	TRUE	retained
HLA-DMB	TRUE	TRUE	retained
HLA-DPA1	TRUE	TRUE	retained
HLA-DPB1	TRUE	TRUE	retained
HLA-DQA1	TRUE	TRUE	retained
HLA-DQB1	TRUE	TRUE	retained
HLA-DRA	TRUE	TRUE	retained
HLA-DRB1	TRUE	TRUE	retained
HLA-DRB5	TRUE	TRUE	retained
HLA-E	TRUE	TRUE	retained
HLA-F	TRUE	TRUE	retained
HLA-G	TRUE	TRUE	retained
HLA-H	TRUE	TRUE	retained
HLA-J	TRUE	TRUE	retained
HLA-K	TRUE	TRUE	retained
HLA-L	TRUE	TRUE	retained
HLCS	TRUE	TRUE	retained
HLTF	TRUE	TRUE	retained
HLX	TRUE	TRUE	retained
HM13	TRUE	TRUE	retained
HMBOX1	TRUE	TRUE	retained
HMBS	TRUE	TRUE	retained
HMCES	TRUE	TRUE	retained
HMCN1	TRUE	TRUE	retained
HMCN2	TRUE	TRUE	retained
HMG20A	TRUE	TRUE	retained
HMG20B	TRUE	TRUE	retained
HMGA1	TRUE	TRUE	retained
HMGA1P1	TRUE	TRUE	retained
HMGA1P2	TRUE	TRUE	retained
HMGA1P3	TRUE	TRUE	retained
HMGA1P6	TRUE	TRUE	retained
HMGA1P8	TRUE	TRUE	retained
HMGB1	TRUE	TRUE	retained
HMGB1P1	TRUE	TRUE	retained
HMGB1P10	TRUE	TRUE	retained
HMGB1P5	TRUE	TRUE	retained
HMGB1P6	TRUE	TRUE	retained
HMGB2	TRUE	TRUE	retained
HMGB2P1	TRUE	TRUE	retained
HMGB3	TRUE	TRUE	retained
HMGB3P24	TRUE	TRUE	retained
HMGB3P6	TRUE	TRUE	retained
HMGCL	TRUE	TRUE	retained
HMGCLL1	TRUE	TRUE	retained
HMGCR	TRUE	TRUE	retained
HMGCS1	TRUE	TRUE	retained
HMGCS2	TRUE	TRUE	retained
HMGN1	TRUE	TRUE	retained
HMGN1P30	TRUE	TRUE	retained
HMGN1P36	TRUE	TRUE	retained
HMGN1P37	TRUE	TRUE	retained
HMGN1P38	TRUE	TRUE	retained
HMGN1P4	TRUE	TRUE	retained
HMGN2	TRUE	TRUE	retained
HMGN2P15	TRUE	TRUE	retained
HMGN2P21	TRUE	TRUE	retained
HMGN2P3	TRUE	TRUE	retained
HMGN2P4	TRUE	TRUE	retained
HMGN2P5	TRUE	TRUE	retained
HMGN2P6	TRUE	TRUE	retained
HMGN3	TRUE	TRUE	retained
HMGN3P1	TRUE	TRUE	retained
HMGN4	TRUE	TRUE	retained
HMGXB3	TRUE	TRUE	retained
HMGXB4	TRUE	TRUE	retained
HMMR	TRUE	TRUE	retained
HMOX1	TRUE	TRUE	retained
HMOX2	TRUE	TRUE	retained
HNF1B	TRUE	TRUE	retained
HNMT	TRUE	TRUE	retained
HNRNPA0	TRUE	TRUE	retained
HNRNPA1	TRUE	TRUE	retained
HNRNPA1P10	TRUE	TRUE	retained
HNRNPA1P12	TRUE	TRUE	retained
HNRNPA1P14	TRUE	TRUE	retained
HNRNPA1P2	TRUE	TRUE	retained
HNRNPA1P22	TRUE	TRUE	retained
HNRNPA1P26	TRUE	TRUE	retained
HNRNPA1P33	TRUE	TRUE	retained
HNRNPA1P35	TRUE	TRUE	retained
HNRNPA1P4	TRUE	TRUE	retained
HNRNPA1P41	TRUE	TRUE	retained
HNRNPA1P45	TRUE	TRUE	retained
HNRNPA1P48	TRUE	TRUE	retained
HNRNPA1P50	TRUE	TRUE	retained
HNRNPA1P54	TRUE	TRUE	retained
HNRNPA1P6	TRUE	TRUE	retained
HNRNPA1P7	TRUE	TRUE	retained
