gene	present_in_deposited_matrix	retained_filterByExpr	removal_reason
MYO5A	TRUE	TRUE	retained
MYO5B	TRUE	TRUE	retained
MYO5BP1	TRUE	TRUE	retained
MYO5C	TRUE	TRUE	retained
MYO6	TRUE	TRUE	retained
MYO7A	TRUE	TRUE	retained
MYO7B	TRUE	TRUE	retained
MYO9A	TRUE	TRUE	retained
MYO9B	TRUE	TRUE	retained
MYOCD	TRUE	TRUE	retained
MYOF	TRUE	TRUE	retained
MYOM1	TRUE	TRUE	retained
MYOM2	TRUE	TRUE	retained
MYORG	TRUE	TRUE	retained
MYPOP	TRUE	TRUE	retained
MYRF	TRUE	TRUE	retained
MYRIP	TRUE	TRUE	retained
MYSM1	TRUE	TRUE	retained
MYT1	TRUE	TRUE	retained
MYT1L	TRUE	TRUE	retained
MZF1	TRUE	TRUE	retained
MZT1	TRUE	TRUE	retained
MZT2A	TRUE	TRUE	retained
MZT2B	TRUE	TRUE	retained
N4BP1	TRUE	TRUE	retained
N4BP2	TRUE	TRUE	retained
N4BP2L1	TRUE	TRUE	retained
N4BP2L2	TRUE	TRUE	retained
N4BP3	TRUE	TRUE	retained
N6AMT1	TRUE	TRUE	retained
NAA10	TRUE	TRUE	retained
NAA11	TRUE	TRUE	retained
NAA15	TRUE	TRUE	retained
NAA16	TRUE	TRUE	retained
NAA20	TRUE	TRUE	retained
NAA25	TRUE	TRUE	retained
NAA30	TRUE	TRUE	retained
NAA35	TRUE	TRUE	retained
NAA38	TRUE	TRUE	retained
NAA40	TRUE	TRUE	retained
NAA50	TRUE	TRUE	retained
NAA60	TRUE	TRUE	retained
NAA80	TRUE	TRUE	retained
NAAA	TRUE	TRUE	retained
NAALAD2	TRUE	TRUE	retained
NAALADL1	TRUE	TRUE	retained
NAALADL2	TRUE	TRUE	retained
NAB1	TRUE	TRUE	retained
NAB1P1	TRUE	TRUE	retained
NAB2	TRUE	TRUE	retained
NABP1	TRUE	TRUE	retained
NABP2	TRUE	TRUE	retained
NACA	TRUE	TRUE	retained
NACA2	TRUE	TRUE	retained
NACA3P	TRUE	TRUE	retained
NACA4P	TRUE	TRUE	retained
NACAD	TRUE	TRUE	retained
NACAP2	TRUE	TRUE	retained
NACC1	TRUE	TRUE	retained
NACC2	TRUE	TRUE	retained
NADK	TRUE	TRUE	retained
NADK2	TRUE	TRUE	retained
NADSYN1	TRUE	TRUE	retained
NAE1	TRUE	TRUE	retained
NAF1	TRUE	TRUE	retained
NAGA	TRUE	TRUE	retained
NAGK	TRUE	TRUE	retained
NAGLU	TRUE	TRUE	retained
NAGPA	TRUE	TRUE	retained
NAGS	TRUE	TRUE	retained
NAIF1	TRUE	TRUE	retained
NAIP	TRUE	TRUE	retained
NAIPP1	TRUE	TRUE	retained
NAIPP2	TRUE	TRUE	retained
NAIPP3	TRUE	TRUE	retained
NAIPP4	TRUE	TRUE	retained
NALCN	TRUE	TRUE	retained
NAMPT	TRUE	TRUE	retained
NAMPTP1	TRUE	TRUE	retained
NANOGP4	TRUE	TRUE	retained
NANOGP8	TRUE	TRUE	retained
NANP	TRUE	TRUE	retained
NANS	TRUE	TRUE	retained
NAP1L1	TRUE	TRUE	retained
NAP1L1P1	TRUE	TRUE	retained
NAP1L1P3	TRUE	TRUE	retained
NAP1L3	TRUE	TRUE	retained
NAP1L4	TRUE	TRUE	retained
NAP1L4P1	TRUE	TRUE	retained
NAP1L4P3	TRUE	TRUE	retained
NAP1L5	TRUE	TRUE	retained
NAPA	TRUE	TRUE	retained
NAPB	TRUE	TRUE	retained
NAPEPLD	TRUE	TRUE	retained
NAPG	TRUE	TRUE	retained
NAPRT	TRUE	TRUE	retained
NAPSA	TRUE	TRUE	retained
NAPSB	TRUE	TRUE	retained
NARF	TRUE	TRUE	retained
NARS1	TRUE	TRUE	retained
NARS1P2	TRUE	TRUE	retained
NARS2	TRUE	TRUE	retained
NASP	TRUE	TRUE	retained
NASPP1	TRUE	TRUE	retained
NAT1	TRUE	TRUE	retained
NAT10	TRUE	TRUE	retained
NAT14	TRUE	TRUE	retained
NAT9	TRUE	TRUE	retained
NATD1	TRUE	TRUE	retained
NAV1	TRUE	TRUE	retained
NAV2	TRUE	TRUE	retained
NAV3	TRUE	TRUE	retained
NAXD	TRUE	TRUE	retained
NAXE	TRUE	TRUE	retained
NBAS	TRUE	TRUE	retained
NBEA	TRUE	TRUE	retained
NBEAL1	TRUE	TRUE	retained
NBEAL2	TRUE	TRUE	retained
NBL1	TRUE	TRUE	retained
NBN	TRUE	TRUE	retained
NBPF1	TRUE	TRUE	retained
NBPF10	TRUE	TRUE	retained
NBPF11	TRUE	TRUE	retained
NBPF12	TRUE	TRUE	retained
NBPF14	TRUE	TRUE	retained
NBPF15	TRUE	TRUE	retained
NBPF20	TRUE	TRUE	retained
NBPF25P	TRUE	TRUE	retained
NBPF26	TRUE	TRUE	retained
NBPF2P	TRUE	TRUE	retained
NBPF3	TRUE	TRUE	retained
NBPF4	TRUE	TRUE	retained
NBPF5P	TRUE	TRUE	retained
NBPF6	TRUE	TRUE	retained
NBPF8	TRUE	TRUE	retained
NBPF9	TRUE	TRUE	retained
NBR1	TRUE	TRUE	retained
NBR2	TRUE	TRUE	retained
NCALD	TRUE	TRUE	retained
NCAM1	TRUE	TRUE	retained
NCAM2	TRUE	TRUE	retained
NCAN	TRUE	TRUE	retained
NCAPD2	TRUE	TRUE	retained
NCAPD2P1	TRUE	TRUE	retained
NCAPD3	TRUE	TRUE	retained
NCAPG	TRUE	TRUE	retained
NCAPG2	TRUE	TRUE	retained
NCAPGP1	TRUE	TRUE	retained
NCAPH	TRUE	TRUE	retained
NCAPH2	TRUE	TRUE	retained
NCBP1	TRUE	TRUE	retained
NCBP2	TRUE	TRUE	retained
NCBP2AS2	TRUE	TRUE	retained
NCBP3	TRUE	TRUE	retained
NCDN	TRUE	TRUE	retained
NCEH1	TRUE	TRUE	retained
NCF1	TRUE	TRUE	retained
NCF1B	TRUE	TRUE	retained
NCF1C	TRUE	TRUE	retained
NCF2	TRUE	TRUE	retained
NCF4	TRUE	TRUE	retained
NCK1	TRUE	TRUE	retained
NCK2	TRUE	TRUE	retained
NCKAP1	TRUE	TRUE	retained
NCKAP1L	TRUE	TRUE	retained
NCKAP1P1	TRUE	TRUE	retained
NCKAP5	TRUE	TRUE	retained
NCKAP5L	TRUE	TRUE	retained
NCKIPSD	TRUE	TRUE	retained
NCL	TRUE	TRUE	retained
NCLN	TRUE	TRUE	retained
NCLP1	TRUE	TRUE	retained
NCMAP	TRUE	TRUE	retained
NCOA1	TRUE	TRUE	retained
NCOA2	TRUE	TRUE	retained
NCOA3	TRUE	TRUE	retained
NCOA4	TRUE	TRUE	retained
NCOA4P1	TRUE	TRUE	retained
NCOA4P3	TRUE	TRUE	retained
NCOA4P4	TRUE	TRUE	retained
NCOA5	TRUE	TRUE	retained
NCOA6	TRUE	TRUE	retained
NCOA7	TRUE	TRUE	retained
NCOR1	TRUE	TRUE	retained
NCOR2	TRUE	TRUE	retained
NCR3LG1	TRUE	TRUE	retained
NCS1	TRUE	TRUE	retained
NCSTN	TRUE	TRUE	retained
NDC1	TRUE	TRUE	retained
NDC80	TRUE	TRUE	retained
NDE1	TRUE	TRUE	retained
NDEL1	TRUE	TRUE	retained
NDFIP1	TRUE	TRUE	retained
NDFIP2	TRUE	TRUE	retained
NDN	TRUE	TRUE	retained
NDNF	TRUE	TRUE	retained
NDOR1	TRUE	TRUE	retained
NDRG1	TRUE	TRUE	retained
NDRG2	TRUE	TRUE	retained
NDRG3	TRUE	TRUE	retained
NDRG4	TRUE	TRUE	retained
NDST1	TRUE	TRUE	retained
NDST2	TRUE	TRUE	retained
NDST3	TRUE	TRUE	retained
NDUFA1	TRUE	TRUE	retained
NDUFA10	TRUE	TRUE	retained
NDUFA11	TRUE	TRUE	retained
NDUFA12	TRUE	TRUE	retained
NDUFA13	TRUE	TRUE	retained
NDUFA2	TRUE	TRUE	retained
NDUFA3	TRUE	TRUE	retained
NDUFA4	TRUE	TRUE	retained
NDUFA4L2	TRUE	TRUE	retained
NDUFA4P1	TRUE	TRUE	retained
NDUFA5	TRUE	TRUE	retained
NDUFA5P11	TRUE	TRUE	retained
NDUFA6	TRUE	TRUE	retained
NDUFA8	TRUE	TRUE	retained
NDUFA9	TRUE	TRUE	retained
NDUFA9P1	TRUE	TRUE	retained
NDUFAB1	TRUE	TRUE	retained
NDUFAF1	TRUE	TRUE	retained
NDUFAF2	TRUE	TRUE	retained
NDUFAF2P1	TRUE	TRUE	retained
NDUFAF3	TRUE	TRUE	retained
NDUFAF4	TRUE	TRUE	retained
NDUFAF5	TRUE	TRUE	retained
NDUFAF6	TRUE	TRUE	retained
NDUFAF7	TRUE	TRUE	retained
NDUFAF8	TRUE	TRUE	retained
NDUFB1	TRUE	TRUE	retained
NDUFB10	TRUE	TRUE	retained
NDUFB11	TRUE	TRUE	retained
NDUFB11P1	TRUE	TRUE	retained
NDUFB1P1	TRUE	TRUE	retained
NDUFB2	TRUE	TRUE	retained
NDUFB3	TRUE	TRUE	retained
NDUFB4	TRUE	TRUE	retained
NDUFB4P12	TRUE	TRUE	retained
NDUFB5	TRUE	TRUE	retained
NDUFB6	TRUE	TRUE	retained
NDUFB7	TRUE	TRUE	retained
NDUFB8	TRUE	TRUE	retained
NDUFB8P2	TRUE	TRUE	retained
NDUFB9	TRUE	TRUE	retained
NDUFB9P2	TRUE	TRUE	retained
NDUFC1	TRUE	TRUE	retained
NDUFC2	TRUE	TRUE	retained
NDUFS1	TRUE	TRUE	retained
NDUFS2	TRUE	TRUE	retained
NDUFS3	TRUE	TRUE	retained
NDUFS4	TRUE	TRUE	retained
NDUFS5	TRUE	TRUE	retained
NDUFS5P3	TRUE	TRUE	retained
NDUFS6	TRUE	TRUE	retained
NDUFS7	TRUE	TRUE	retained
NDUFS8	TRUE	TRUE	retained
NDUFV1	TRUE	TRUE	retained
NDUFV2	TRUE	TRUE	retained
NDUFV2P1	TRUE	TRUE	retained
NDUFV3	TRUE	TRUE	retained
NEAT1	TRUE	TRUE	retained
NEB	TRUE	TRUE	retained
NEBL	TRUE	TRUE	retained
NECAB3	TRUE	TRUE	retained
NECAP1	TRUE	TRUE	retained
NECAP1P1	TRUE	TRUE	retained
NECAP2	TRUE	TRUE	retained
NECTIN1	TRUE	TRUE	retained
NECTIN2	TRUE	TRUE	retained
NECTIN3	TRUE	TRUE	retained
NECTIN4	TRUE	TRUE	retained
NEDD1	TRUE	TRUE	retained
NEDD4	TRUE	TRUE	retained
NEDD4L	TRUE	TRUE	retained
NEDD8	TRUE	TRUE	retained
NEDD8P1	TRUE	TRUE	retained
NEDD9	TRUE	TRUE	retained
NEFH	TRUE	TRUE	retained
NEFL	TRUE	TRUE	retained
NEFM	TRUE	TRUE	retained
NEIL1	TRUE	TRUE	retained
NEIL2	TRUE	TRUE	retained
NEIL3	TRUE	TRUE	retained
NEK1	TRUE	TRUE	retained
NEK10	TRUE	TRUE	retained
NEK11	TRUE	TRUE	retained
NEK2	TRUE	TRUE	retained
NEK2P4	TRUE	TRUE	retained
NEK3	TRUE	TRUE	retained
NEK4	TRUE	TRUE	retained
NEK5	TRUE	TRUE	retained
NEK6	TRUE	TRUE	retained
NEK7	TRUE	TRUE	retained
NEK8	TRUE	TRUE	retained
NEK9	TRUE	TRUE	retained
NELFA	TRUE	TRUE	retained
NELFB	TRUE	TRUE	retained
NELFCD	TRUE	TRUE	retained
NELFE	TRUE	TRUE	retained
NELL2	TRUE	TRUE	retained
NEMF	TRUE	TRUE	retained
NEMP1	TRUE	TRUE	retained
NEMP2	TRUE	TRUE	retained
NENF	TRUE	TRUE	retained
NEO1	TRUE	TRUE	retained
NEPRO	TRUE	TRUE	retained
NES	TRUE	TRUE	retained
NET1	TRUE	TRUE	retained
NETO2	TRUE	TRUE	retained
NEU1	TRUE	TRUE	retained
NEU3	TRUE	TRUE	retained
NEURL1	TRUE	TRUE	retained
NEURL1B	TRUE	TRUE	retained
NEURL2	TRUE	TRUE	retained
NEURL4	TRUE	TRUE	retained
NEUROD6	TRUE	TRUE	retained
NEXMIF	TRUE	TRUE	retained
NEXN	TRUE	TRUE	retained
NF1	TRUE	TRUE	retained
NF2	TRUE	TRUE	retained
NFAM1	TRUE	TRUE	retained
NFASC	TRUE	TRUE	retained
NFAT5	TRUE	TRUE	retained
NFATC1	TRUE	TRUE	retained
NFATC2	TRUE	TRUE	retained
NFATC2IP	TRUE	TRUE	retained
NFATC3	TRUE	TRUE	retained
NFATC4	TRUE	TRUE	retained
NFE2	TRUE	TRUE	retained
NFE2L1	TRUE	TRUE	retained
NFE2L2	TRUE	TRUE	retained
NFE2L3	TRUE	TRUE	retained
NFE2L3P1	TRUE	TRUE	retained
NFIA	TRUE	TRUE	retained
NFIB	TRUE	TRUE	retained
NFIC	TRUE	TRUE	retained
NFIL3	TRUE	TRUE	retained
NFIX	TRUE	TRUE	retained
NFKB1	TRUE	TRUE	retained
NFKB2	TRUE	TRUE	retained
NFKBIA	TRUE	TRUE	retained
NFKBIB	TRUE	TRUE	retained
NFKBID	TRUE	TRUE	retained
NFKBIE	TRUE	TRUE	retained
NFKBIL1	TRUE	TRUE	retained
NFKBIZ	TRUE	TRUE	retained
NFRKB	TRUE	TRUE	retained
NFS1	TRUE	TRUE	retained
NFU1	TRUE	TRUE	retained
NFU1P1	TRUE	TRUE	retained
NFX1	TRUE	TRUE	retained
NFXL1	TRUE	TRUE	retained
NFYA	TRUE	TRUE	retained
NFYB	TRUE	TRUE	retained
NFYBP1	TRUE	TRUE	retained
NFYC	TRUE	TRUE	retained
NFYCP2	TRUE	TRUE	retained
NGDN	TRUE	TRUE	retained
NGFR	TRUE	TRUE	retained
NGLY1	TRUE	TRUE	retained
NGRN	TRUE	TRUE	retained
NHLRC2	TRUE	TRUE	retained
NHLRC3	TRUE	TRUE	retained
NHP2	TRUE	TRUE	retained
NHP2P1	TRUE	TRUE	retained
NHS	TRUE	TRUE	retained
NHSL1	TRUE	TRUE	retained
NHSL2	TRUE	TRUE	retained
NIBAN1	TRUE	TRUE	retained
NIBAN2	TRUE	TRUE	retained
NICN2P	TRUE	TRUE	retained
NID1	TRUE	TRUE	retained
NID2	TRUE	TRUE	retained
NIF3L1	TRUE	TRUE	retained
NIFK	TRUE	TRUE	retained
NIFKP1	TRUE	TRUE	retained
NIFKP3	TRUE	TRUE	retained
NIN	TRUE	TRUE	retained
NINJ1	TRUE	TRUE	retained
NINL	TRUE	TRUE	retained
NIP7	TRUE	TRUE	retained
NIP7P2	TRUE	TRUE	retained
NIPA1	TRUE	TRUE	retained
NIPA2	TRUE	TRUE	retained
NIPAL1	TRUE	TRUE	retained
NIPAL2	TRUE	TRUE	retained
NIPAL3	TRUE	TRUE	retained
NIPAL4	TRUE	TRUE	retained
NIPBL	TRUE	TRUE	retained
NIPSNAP1	TRUE	TRUE	retained
NIPSNAP2	TRUE	TRUE	retained
NIPSNAP3A	TRUE	TRUE	retained
NIPSNAP3B	TRUE	TRUE	retained
NISCH	TRUE	TRUE	retained
NIT1	TRUE	TRUE	retained
NIT2	TRUE	TRUE	retained
NKAIN4	TRUE	TRUE	retained
NKAP	TRUE	TRUE	retained
NKAPD1	TRUE	TRUE	retained
NKD1	TRUE	TRUE	retained
NKD2	TRUE	TRUE	retained
NKIRAS1	TRUE	TRUE	retained
NKIRAS2	TRUE	TRUE	retained
NKRF	TRUE	TRUE	retained
NKTR	TRUE	TRUE	retained
NLE1	TRUE	TRUE	retained
NLGN1	TRUE	TRUE	retained
NLGN2	TRUE	TRUE	retained
NLGN3	TRUE	TRUE	retained
NLGN4X	TRUE	TRUE	retained
NLGN4Y	TRUE	TRUE	retained
NLK	TRUE	TRUE	retained
NLN	TRUE	TRUE	retained
NLRC3	TRUE	TRUE	retained
NLRC4	TRUE	TRUE	retained
NLRC5	TRUE	TRUE	retained
NLRP1	TRUE	TRUE	retained
NLRP12	TRUE	TRUE	retained
NLRP2	TRUE	TRUE	retained
NLRP2B	TRUE	TRUE	retained
NLRP3	TRUE	TRUE	retained
NLRP7	TRUE	TRUE	retained
NLRX1	TRUE	TRUE	retained
NMD3	TRUE	TRUE	retained
NMD3P1	TRUE	TRUE	retained
NMD3P2	TRUE	TRUE	retained
NME1	TRUE	TRUE	retained
NME2	TRUE	TRUE	retained
NME2P1	TRUE	TRUE	retained
NME3	TRUE	TRUE	retained
NME4	TRUE	TRUE	retained
NME6	TRUE	TRUE	retained
NME7	TRUE	TRUE	retained
NMI	TRUE	TRUE	retained
NMNAT1	TRUE	TRUE	retained
NMNAT2	TRUE	TRUE	retained
NMRAL1	TRUE	TRUE	retained
NMRK1	TRUE	TRUE	retained
NMT1	TRUE	TRUE	retained
NMT2	TRUE	TRUE	retained
NNAT	TRUE	TRUE	retained
NNMT	TRUE	TRUE	retained
NNT	TRUE	TRUE	retained
NOA1	TRUE	TRUE	retained
NOB1	TRUE	TRUE	retained
NOC2L	TRUE	TRUE	retained
NOC2LP1	TRUE	TRUE	retained
NOC2LP2	TRUE	TRUE	retained
NOC3L	TRUE	TRUE	retained
NOC4L	TRUE	TRUE	retained
NOCT	TRUE	TRUE	retained
NOD1	TRUE	TRUE	retained
NOD2	TRUE	TRUE	retained
NOG	TRUE	TRUE	retained
NOL10	TRUE	TRUE	retained
NOL11	TRUE	TRUE	retained
NOL3	TRUE	TRUE	retained
NOL4L	TRUE	TRUE	retained
NOL6	TRUE	TRUE	retained
NOL7	TRUE	TRUE	retained
NOL8	TRUE	TRUE	retained
NOL8P1	TRUE	TRUE	retained
NOL9	TRUE	TRUE	retained
NOLC1	TRUE	TRUE	retained
NOLC1P1	TRUE	TRUE	retained
NOM1	TRUE	TRUE	retained
NOMO1	TRUE	TRUE	retained
NOMO2	TRUE	TRUE	retained
NOMO3	TRUE	TRUE	retained
NONO	TRUE	TRUE	retained
NOP10	TRUE	TRUE	retained
NOP14	TRUE	TRUE	retained
NOP16	TRUE	TRUE	retained
NOP2	TRUE	TRUE	retained
NOP53	TRUE	TRUE	retained
NOP56	TRUE	TRUE	retained
NOP58	TRUE	TRUE	retained
NOP9	TRUE	TRUE	retained
NORAD	TRUE	TRUE	retained
NOS1AP	TRUE	TRUE	retained
NOS2	TRUE	TRUE	retained
NOS3	TRUE	TRUE	retained
NOSIP	TRUE	TRUE	retained
NOSTRIN	TRUE	TRUE	retained
NOTCH1	TRUE	TRUE	retained
NOTCH2	TRUE	TRUE	retained
NOTCH2NLA	TRUE	TRUE	retained
NOTCH2NLB	TRUE	TRUE	retained
NOTCH2NLC	TRUE	TRUE	retained
NOTCH3	TRUE	TRUE	retained
NOTCH4	TRUE	TRUE	retained
NOTUM	TRUE	TRUE	retained
NOVA2	TRUE	TRUE	retained
NOX4	TRUE	TRUE	retained
NOX5	TRUE	TRUE	retained
NOXA1	TRUE	TRUE	retained
NPAS1	TRUE	TRUE	retained
NPAS2	TRUE	TRUE	retained
NPAS3	TRUE	TRUE	retained
NPAT	TRUE	TRUE	retained
NPC1	TRUE	TRUE	retained
NPC2	TRUE	TRUE	retained
NPDC1	TRUE	TRUE	retained
NPEPL1	TRUE	TRUE	retained
NPEPPS	TRUE	TRUE	retained
NPEPPSP1	TRUE	TRUE	retained
NPHP1	TRUE	TRUE	retained
NPHP3	TRUE	TRUE	retained
NPHP4	TRUE	TRUE	retained
NPIPA1	TRUE	TRUE	retained
NPIPA2	TRUE	TRUE	retained
NPIPA3	TRUE	TRUE	retained
NPIPA5	TRUE	TRUE	retained
NPIPA7	TRUE	TRUE	retained
NPIPA8	TRUE	TRUE	retained
NPIPA9	TRUE	TRUE	retained
NPIPB10P	TRUE	TRUE	retained
NPIPB11	TRUE	TRUE	retained
NPIPB12	TRUE	TRUE	retained
NPIPB13	TRUE	TRUE	retained
NPIPB15	TRUE	TRUE	retained
NPIPB1P	TRUE	TRUE	retained
NPIPB2	TRUE	TRUE	retained
NPIPB3	TRUE	TRUE	retained
NPIPB4	TRUE	TRUE	retained
NPIPB5	TRUE	TRUE	retained
NPIPB6	TRUE	TRUE	retained
NPIPB8	TRUE	TRUE	retained
NPIPB9	TRUE	TRUE	retained
NPIPP1	TRUE	TRUE	retained
NPL	TRUE	TRUE	retained
NPLOC4	TRUE	TRUE	retained
NPLP1	TRUE	TRUE	retained
NPM1	TRUE	TRUE	retained
NPM1P18	TRUE	TRUE	retained
NPM1P21	TRUE	TRUE	retained
NPM1P24	TRUE	TRUE	retained
NPM1P26	TRUE	TRUE	retained
NPM1P27	TRUE	TRUE	retained
NPM1P32	TRUE	TRUE	retained
NPM1P37	TRUE	TRUE	retained
NPM1P39	TRUE	TRUE	retained
NPM1P46	TRUE	TRUE	retained
NPM1P5	TRUE	TRUE	retained
NPM1P6	TRUE	TRUE	retained
NPM3	TRUE	TRUE	retained
NPNT	TRUE	TRUE	retained
NPR1	TRUE	TRUE	retained
NPR2	TRUE	TRUE	retained
NPR3	TRUE	TRUE	retained
NPRL2	TRUE	TRUE	retained
NPRL3	TRUE	TRUE	retained
NPTN	TRUE	TRUE	retained
NPTXR	TRUE	TRUE	retained
NQO1	TRUE	TRUE	retained
NQO2	TRUE	TRUE	retained
NR1D1	TRUE	TRUE	retained
NR1D2	TRUE	TRUE	retained
NR1H2	TRUE	TRUE	retained
NR1H3	TRUE	TRUE	retained
NR2C1	TRUE	TRUE	retained
NR2C2	TRUE	TRUE	retained
NR2C2AP	TRUE	TRUE	retained
NR2F1	TRUE	TRUE	retained
NR2F2	TRUE	TRUE	retained
NR2F6	TRUE	TRUE	retained
NR3C1	TRUE	TRUE	retained
NR3C2	TRUE	TRUE	retained
NR4A1	TRUE	TRUE	retained
NR4A2	TRUE	TRUE	retained
NR4A3	TRUE	TRUE	retained
NR5A2	TRUE	TRUE	retained
NR6A1	TRUE	TRUE	retained
NRARP	TRUE	TRUE	retained
NRAS	TRUE	TRUE	retained
NRBF2	TRUE	TRUE	retained
NRBF2P3	TRUE	TRUE	retained
NRBF2P4	TRUE	TRUE	retained
NRBP1	TRUE	TRUE	retained
NRBP2	TRUE	TRUE	retained
NRCAM	TRUE	TRUE	retained
NRDC	TRUE	TRUE	retained
NRDE2	TRUE	TRUE	retained
NREP	TRUE	TRUE	retained
NRF1	TRUE	TRUE	retained
NRG2	TRUE	TRUE	retained
NRG3	TRUE	TRUE	retained
NRIP1	TRUE	TRUE	retained
NRIP2	TRUE	TRUE	retained
NRK	TRUE	TRUE	retained
NRM	TRUE	TRUE	retained
NRN1	TRUE	TRUE	retained
NRP1	TRUE	TRUE	retained
NRP2	TRUE	TRUE	retained
NRROS	TRUE	TRUE	retained
NRSN2	TRUE	TRUE	retained
NRXN1	TRUE	TRUE	retained
NRXN2	TRUE	TRUE	retained
NRXN3	TRUE	TRUE	retained
NSA2	TRUE	TRUE	retained
NSA2P1	TRUE	TRUE	retained
NSA2P2	TRUE	TRUE	retained
NSA2P3	TRUE	TRUE	retained
NSA2P4	TRUE	TRUE	retained
NSA2P7	TRUE	TRUE	retained
NSD1	TRUE	TRUE	retained
NSD2	TRUE	TRUE	retained
NSD3	TRUE	TRUE	retained
NSDHL	TRUE	TRUE	retained
NSF	TRUE	TRUE	retained
NSFL1C	TRUE	TRUE	retained
NSFP1	TRUE	TRUE	retained
NSG1	TRUE	TRUE	retained
NSG2	TRUE	TRUE	retained
NSL1	TRUE	TRUE	retained
NSMAF	TRUE	TRUE	retained
NSMCE1	TRUE	TRUE	retained
NSMCE2	TRUE	TRUE	retained
NSMCE3	TRUE	TRUE	retained
NSMCE4A	TRUE	TRUE	retained
NSMF	TRUE	TRUE	retained
NSRP1	TRUE	TRUE	retained
NSRP1P1	TRUE	TRUE	retained
NSUN2	TRUE	TRUE	retained
NSUN3	TRUE	TRUE	retained
NSUN4	TRUE	TRUE	retained
NSUN5	TRUE	TRUE	retained
NSUN5P1	TRUE	TRUE	retained
NSUN6	TRUE	TRUE	retained
NSUN7	TRUE	TRUE	retained
NT5C	TRUE	TRUE	retained
NT5C2	TRUE	TRUE	retained
NT5C3A	TRUE	TRUE	retained
NT5C3AP1	TRUE	TRUE	retained
NT5C3B	TRUE	TRUE	retained
NT5DC1	TRUE	TRUE	retained
NT5DC1P2	TRUE	TRUE	retained
NT5DC2	TRUE	TRUE	retained
NT5DC3	TRUE	TRUE	retained
NT5E	TRUE	TRUE	retained
NT5M	TRUE	TRUE	retained
NTAN1	TRUE	TRUE	retained
NTAN1P2	TRUE	TRUE	retained
NTAQ1	TRUE	TRUE	retained
NTF4	TRUE	TRUE	retained
NTHL1	TRUE	TRUE	retained
NTMT1	TRUE	TRUE	retained
NTN1	TRUE	TRUE	retained
NTN3	TRUE	TRUE	retained
NTN4	TRUE	TRUE	retained
NTPCR	TRUE	TRUE	retained
NTRK2	TRUE	TRUE	retained
NTRK3	TRUE	TRUE	retained
NTS	TRUE	TRUE	retained
NUAK1	TRUE	TRUE	retained
NUAK2	TRUE	TRUE	retained
NUB1	TRUE	TRUE	retained
NUBP1	TRUE	TRUE	retained
NUBP2	TRUE	TRUE	retained
NUBPL	TRUE	TRUE	retained
NUCB1	TRUE	TRUE	retained
NUCB2	TRUE	TRUE	retained
NUCKS1	TRUE	TRUE	retained
NUCKS1P1	TRUE	TRUE	retained
NUDC	TRUE	TRUE	retained
NUDCD1	TRUE	TRUE	retained
NUDCD2	TRUE	TRUE	retained
NUDCD3	TRUE	TRUE	retained
NUDCP1	TRUE	TRUE	retained
NUDCP2	TRUE	TRUE	retained
NUDT1	TRUE	TRUE	retained
NUDT12	TRUE	TRUE	retained
NUDT13	TRUE	TRUE	retained
NUDT14	TRUE	TRUE	retained
NUDT15	TRUE	TRUE	retained
NUDT16	TRUE	TRUE	retained
NUDT16L1	TRUE	TRUE	retained
NUDT17	TRUE	TRUE	retained
NUDT18	TRUE	TRUE	retained
NUDT19	TRUE	TRUE	retained
NUDT2	TRUE	TRUE	retained
NUDT21	TRUE	TRUE	retained
NUDT22	TRUE	TRUE	retained
NUDT3	TRUE	TRUE	retained
NUDT4	TRUE	TRUE	retained
NUDT4B	TRUE	TRUE	retained
NUDT4P2	TRUE	TRUE	retained
NUDT5	TRUE	TRUE	retained
NUDT6	TRUE	TRUE	retained
NUDT7	TRUE	TRUE	retained
NUDT8	TRUE	TRUE	retained
NUDT9	TRUE	TRUE	retained
NUF2	TRUE	TRUE	retained
NUFIP1	TRUE	TRUE	retained
NUFIP1P1	TRUE	TRUE	retained
NUFIP2	TRUE	TRUE	retained
NUMA1	TRUE	TRUE	retained
NUMB	TRUE	TRUE	retained
NUMBL	TRUE	TRUE	retained
NUP107	TRUE	TRUE	retained
NUP133	TRUE	TRUE	retained
NUP153	TRUE	TRUE	retained
NUP155	TRUE	TRUE	retained
NUP160	TRUE	TRUE	retained
NUP188	TRUE	TRUE	retained
NUP205	TRUE	TRUE	retained
NUP210	TRUE	TRUE	retained
NUP210L	TRUE	TRUE	retained
NUP214	TRUE	TRUE	retained
NUP35	TRUE	TRUE	retained
NUP35P1	TRUE	TRUE	retained
NUP37	TRUE	TRUE	retained
NUP42	TRUE	TRUE	retained
NUP43	TRUE	TRUE	retained
NUP50	TRUE	TRUE	retained
NUP50P1	TRUE	TRUE	retained
NUP54	TRUE	TRUE	retained
NUP58	TRUE	TRUE	retained
NUP62	TRUE	TRUE	retained
NUP85	TRUE	TRUE	retained
NUP88	TRUE	TRUE	retained
NUP93	TRUE	TRUE	retained
NUP98	TRUE	TRUE	retained
NUPR1	TRUE	TRUE	retained
NUS1	TRUE	TRUE	retained
NUS1P1	TRUE	TRUE	retained
NUTF2	TRUE	TRUE	retained
NUTM2A	TRUE	TRUE	retained
NUTM2B	TRUE	TRUE	retained
NUTM2D	TRUE	TRUE	retained
