analysis_scope	go_id	ontology	term_name	universe_genes	selected_deg_genes	measured_term_genes	selected_deg_in_term	expected_selected_in_term	fold_enrichment	fisher_nominal_p	male_higher_genes	female_higher_genes	selected_gene_symbols	nominally_enriched_p_lt_0_05
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905429	BP	response to glycine	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990268	BP	response to gold nanoparticle	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097210	BP	response to gonadotropin-releasing hormone	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097012	BP	response to granulocyte macrophage colony-stimulating factor	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009635	BP	response to herbicide	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009644	BP	response to high light intensity	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034776	BP	response to histamine	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0044752	BP	response to human chorionic gonadotropin	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904880	BP	response to hydrogen sulfide	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033194	BP	response to hydroperoxide	16399	541	12	0	0.395877797426672	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051599	BP	response to hydrostatic pressure	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072710	BP	response to hydroxyurea	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990910	BP	response to hypobaric hypoxia	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035902	BP	response to immobilization stress	16399	541	15	0	0.49484724678334	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0014854	BP	response to inactivity	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071680	BP	response to indole-3-methanol	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0017085	BP	response to insecticide	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990418	BP	response to insulin-like growth factor stimulus	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035455	BP	response to interferon-alpha	16399	541	18	0	0.593816696140009	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071105	BP	response to interleukin-11	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070671	BP	response to interleukin-12	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035962	BP	response to interleukin-13	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070672	BP	response to interleukin-15	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097396	BP	response to interleukin-17	16399	541	17	0	0.560826879687786	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070669	BP	response to interleukin-2	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070670	BP	response to interleukin-4	16399	541	17	0	0.560826879687786	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070741	BP	response to interleukin-6	16399	541	30	0	0.989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098760	BP	response to interleukin-7	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098758	BP	response to interleukin-8	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071104	BP	response to interleukin-9	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072429	BP	response to intra-S DNA damage checkpoint signaling	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010212	BP	response to ionizing radiation	16399	541	105	0	3.46393072748338	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904636	BP	response to ionomycin	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990641	BP	response to iron ion starvation	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010040	BP	response to iron(II) ion	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010041	BP	response to iron(III) ion	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035900	BP	response to isolation stress	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904373	BP	response to kainic acid	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901986	BP	response to ketamine	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034616	BP	response to laminar fluid shear stress	16399	541	33	0	1.08866394292335	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990840	BP	response to lectin	16399	541	15	0	0.49484724678334	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990823	BP	response to leukemia inhibitory factor	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009642	BP	response to light intensity	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006982	BP	response to lipid hydroperoxide	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1903442	BP	response to lipoic acid	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0055094	BP	response to lipoprotein particle	16399	541	27	0	0.890725044210013	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070391	BP	response to lipoteichoic acid	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010226	BP	response to lithium ion	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009645	BP	response to low light intensity stimulus	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034699	BP	response to luteinizing hormone	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0036005	BP	response to macrophage colony-stimulating factor	16399	541	14	0	0.461857430331118	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071000	BP	response to magnetism	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010042	BP	response to manganese ion	16399	541	15	0	0.49484724678334	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990737	BP	response to manganese-induced endoplasmic reticulum stress	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990680	BP	response to melanocyte-stimulating hormone	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0046689	BP	response to mercury ion	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0180055	BP	response to metal ion starvation	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901558	BP	response to metformin	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904313	BP	response to methamphetamine hydrochloride	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904640	BP	response to methionine	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031427	BP	response to methotrexate	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0036255	BP	response to methylamine	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051595	BP	response to methylglyoxal	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051597	BP	response to methylmercury	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051788	BP	response to misfolded protein	16399	541	17	0	0.560826879687786	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098780	BP	response to mitochondrial depolarisation	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072414	BP	response to mitotic cell cycle checkpoint signaling	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0002238	BP	response to molecule of fungal origin	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032495	BP	response to muramyl dipeptide	16399	541	17	0	0.560826879687786	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0014870	BP	response to muscle inactivity	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035994	BP	response to muscle stretch	16399	541	13	0	0.428867613878895	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071505	BP	response to mycophenolic acid	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010046	BP	response to mycotoxin	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990089	BP	response to nerve growth factor	16399	541	40	0	1.31959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010045	BP	response to nickel cation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0051409	BP	response to nitrosative stress	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071873	BP	response to norepinephrine	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990834	BP	response to odorant	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0097702	BP	response to oscillatory fluid shear stress	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006970	BP	response to osmotic stress	16399	541	66	0	2.1773278858467	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0090649	BP	response to oxygen-glucose deprivation	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010193	BP	response to ozone	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901562	BP	response to paraquat	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071107	BP	response to parathyroid hormone	16399	541	6	0	0.197938898713336	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032494	BP	response to peptidoglycan	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0019236	BP	response to pheromone	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904627	BP	response to phorbol 13-acetate 12-myristate	16399	541	10	0	0.329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0070541	BP	response to platinum ion	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904583	BP	response to polyamine macromolecule	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032570	BP	response to progesterone	16399	541	23	0	0.758765778401122	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990637	BP	response to prolactin	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034695	BP	response to prostaglandin E	16399	541	16	0	0.527837063235563	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990911	BP	response to psychosocial stress	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905794	BP	response to puromycin	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904585	BP	response to putrescine	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905834	BP	response to pyrimidine ribonucleotide	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1905235	BP	response to quercetin	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901545	BP	response to raffinose	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1901355	BP	response to rapamycin	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904638	BP	response to resveratrol	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009651	BP	response to salt stress	16399	541	16	0	0.527837063235563	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072714	BP	response to selenite ion	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010269	BP	response to selenium ion	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904014	BP	response to serotonin	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034021	BP	response to silicon dioxide	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000304	BP	response to singlet oxygen	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072706	BP	response to sodium dodecyl sulfate	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072708	BP	response to sorbitol	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072733	BP	response to staurosporine	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0036215	BP	response to stem cell factor	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006991	BP	response to sterol depletion	16399	541	15	0	0.49484724678334	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035634	BP	response to stilbenoid	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009744	BP	response to sucrose	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009608	BP	response to symbiont	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009609	BP	response to symbiotic bacterium	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0072735	BP	response to tert-butyl hydroperoxide	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904772	BP	response to tetrachloromethane	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904481	BP	response to tetrahydrofolate	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035966	BP	response to topologically incorrect protein	16399	541	147	0	4.84950301847674	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990267	BP	response to transition metal nanoparticle	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071725	BP	response to triacyl bacterial lipopeptide	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035983	BP	response to trichostatin A	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034342	BP	response to type III interferon	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990478	BP	response to ultrasound	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006986	BP	response to unfolded protein	16399	541	133	0	4.38764558814562	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010266	BP	response to vitamin B1	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033274	BP	response to vitamin B2	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033552	BP	response to vitamin B3	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034516	BP	response to vitamin B6	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033280	BP	response to vitamin D	16399	541	28	0	0.923714860662236	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033197	BP	response to vitamin E	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009415	BP	response to water	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009414	BP	response to water deprivation	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990785	BP	response to water-immersion restraint stress	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1904567	BP	response to wortmannin	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0001878	BP	response to yeast	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0120127	BP	response to zinc ion starvation	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0061709	BP	reticulophagy	16399	541	24	0	0.791755594853345	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0010842	BP	retina layer formation	16399	541	14	0	0.461857430331118	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060040	BP	retinal bipolar neuron differentiation	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990009	BP	retinal cell apoptotic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0031290	BP	retinal ganglion cell axon guidance	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0099642	BP	retrograde axonal protein transport	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098958	BP	retrograde axonal transport of mitochondrion	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:1990049	BP	retrograde neuronal dense core vesicle transport	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0030970	BP	retrograde protein transport, ER to cytosol	16399	541	28	0	0.923714860662236	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098917	BP	retrograde trans-synaptic signaling	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098921	BP	retrograde trans-synaptic signaling by endocannabinoid	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098920	BP	retrograde trans-synaptic signaling by lipid	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098924	BP	retrograde trans-synaptic signaling by nitric oxide	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098925	BP	retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098923	BP	retrograde trans-synaptic signaling by soluble gas	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0098942	BP	retrograde trans-synaptic signaling by trans-synaptic protein complex	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0035526	BP	retrograde transport, plasma membrane to Golgi	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000301	BP	retrograde transport, vesicle recycling within Golgi	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006890	BP	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	16399	541	54	0	1.78145008842003	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0090677	BP	reversible differentiation	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021569	BP	rhombomere 3 development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021658	BP	rhombomere 3 morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021659	BP	rhombomere 3 structural organization	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021571	BP	rhombomere 5 development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021664	BP	rhombomere 5 morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021665	BP	rhombomere 5 structural organization	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021546	BP	rhombomere development	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021593	BP	rhombomere morphogenesis	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0021595	BP	rhombomere structural organization	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0060024	BP	rhythmic synaptic transmission	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009231	BP	riboflavin biosynthetic process	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006771	BP	riboflavin metabolic process	16399	541	5	0	0.164949082261113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032218	BP	riboflavin transport	16399	541	4	0	0.131959265808891	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0071166	BP	ribonucleoprotein complex localization	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042455	BP	ribonucleoside biosynthetic process	16399	541	9	0	0.296908348070004	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034030	BP	ribonucleoside bisphosphate biosynthetic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033875	BP	ribonucleoside bisphosphate metabolic process	16399	541	11	0	0.36288798097445	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009188	BP	ribonucleoside diphosphate biosynthetic process	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0009203	BP	ribonucleoside triphosphate catabolic process	16399	541	2	0	0.0659796329044454	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0034517	BP	ribophagy	16399	541	1	0	0.0329898164522227	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000027	BP	ribosomal large subunit assembly	16399	541	25	0	0.824745411305567	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000055	BP	ribosomal large subunit export from nucleus	16399	541	7	0	0.230928715165559	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0006610	BP	ribosomal protein import into nucleus	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000028	BP	ribosomal small subunit assembly	16399	541	21	0	0.692786145496677	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000056	BP	ribosomal small subunit export from nucleus	16399	541	8	0	0.263918531617782	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0000054	BP	ribosomal subunit export from nucleus	16399	541	13	0	0.428867613878895	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0042255	BP	ribosome assembly	16399	541	62	0	2.04536862003781	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0032790	BP	ribosome disassembly	16399	541	41	0	1.35258247454113	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0141014	BP	ribosome hibernation	16399	541	3	0	0.0989694493566681	0		0	0		FALSE
PAPER_REPRODUCTION_GENOMEWIDE	GO:0033750	BP	ribosome localization	16399	541	13	0	0.428867613878895	0		0	0		FALSE
